,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
25237,25237,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,176,3,1975,Male,29.0,2017-05-27
25238,25238,6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4400,2,1974,Male,27.0,2022-03-14
25239,25239,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2526,2,1988,Male,27.0,2018-02-17
25240,25240,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5380,1,1985,Male,27.0,2022-03-14
25241,25241,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,27,3,1971,Male,29.0,2019-10-20
25242,25242,5 minutes,81,Berry St at 4th St,36,Folsom St at 3rd St,2502,3,1989,Female,26.0,2018-08-31
25243,25243,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2246,3,1988,Female,26.0,2020-02-08
25244,25244,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,1836,1,1989,Male,26.0,2019-02-03
25245,25245,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,1399,1,1983,Male,29.0,2018-05-08
25246,25246,8 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4613,2,1990,Male,26.0,2018-05-06
25247,25247,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,5003,1,1986,Female,27.0,2019-04-23
25248,25248,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1843,2,1982,Male,26.0,2022-03-14
25249,25249,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4966,2,1978,Male,27.0,2017-03-01
25250,25250,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4713,2,1995,Male,29.0,2017-07-31
25251,25251,6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,5055,1,1983,Male,26.0,2017-11-13
25252,25252,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2644,1,1967,Male,26.0,2018-05-08
25253,25253,2 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,3562,2,1977,Male,26.0,2018-02-10
25254,25254,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5555,2,1996,Male,29.0,2018-08-27
25255,25255,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,3610,3,1987,Male,27.0,2018-09-09
25256,25256,3 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4639,2,1984,Male,27.0,2018-02-10
25257,25257,10 minutes,22,Howard St at Beale St,77,11th St at Natoma St,4955,3,1988,Male,27.0,2019-03-16
25258,25258,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,156,2,1988,Male,26.0,2018-04-02
25259,25259,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5019,2,1976,Male,26.0,2018-03-07
25260,25260,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1150,2,1981,Male,27.0,2017-11-28
25261,25261,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,685,2,1986,Male,29.0,2022-03-14
25262,25262,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2818,2,1972,Female,27.0,2022-03-14
25263,25263,6 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,5082,2,1980,Male,26.0,2022-03-14
25264,25264,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,2120,1,1956,Male,26.0,2018-10-06
25265,25265,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,3300,1,1974,Female,26.0,2022-03-14
25266,25266,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,3624,3,1974,Male,29.0,2020-01-17
25267,25267,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2487,2,1981,Male,26.0,2017-10-16
25268,25268,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2046,2,1981,Male,29.0,2017-08-20
25269,25269,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,2650,2,1980,Male,27.0,2017-05-08
25270,25270,5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4795,2,1984,Male,27.0,2018-12-11
25271,25271,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,1863,2,1981,Male,26.0,2017-11-17
25272,25272,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,4390,2,1992,Male,29.0,2017-01-10
25273,25273,7 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5352,2,1987,Male,27.0,2018-10-01
25274,25274,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5282,3,1995,Female,27.0,2017-11-29
25275,25275,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5440,2,1969,Male,27.0,2017-04-05
25276,25276,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4819,2,1971,Male,26.0,2019-04-10
25277,25277,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2426,3,1990,Male,29.0,2017-03-02
25278,25278,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3300,2,1993,Male,26.0,2019-11-16
25279,25279,9 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4757,1,1980,Male,26.0,2018-10-03
25280,25280,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4657,2,1987,Male,26.0,2022-03-14
25281,25281,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,4806,2,1962,Male,26.0,2019-11-10
25282,25282,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,3138,1,1978,Male,29.0,2019-10-22
25283,25283,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5056,1,1989,Female,29.0,2022-03-14
25284,25284,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,2714,2,1988,Female,27.0,2022-03-14
25285,25285,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3288,1,1973,Female,26.0,2017-02-22
25286,25286,14 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5351,2,1988,Male,27.0,2018-11-12
25287,25287,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,4659,3,1969,Female,27.0,2018-08-28
25288,25288,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5495,2,1988,Female,26.0,2019-08-08
25289,25289,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5559,3,1971,Male,29.0,2018-06-08
25290,25290,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5277,3,1980,Female,27.0,2018-02-13
25291,25291,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,4870,1,1966,Male,29.0,2017-10-17
25292,25292,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,3108,2,1964,Female,26.0,2017-12-31
25293,25293,11 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5506,2,1990,Female,27.0,2018-10-24
25294,25294,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3562,3,1975,Male,26.0,2022-03-14
25295,25295,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2034,1,1986,Female,29.0,2018-11-29
25296,25296,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5295,3,1972,Male,27.0,2022-03-14
25297,25297,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4795,2,1989,Male,27.0,2018-07-14
25298,25298,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,5329,1,1973,Male,26.0,2017-01-06
25299,25299,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2864,2,1994,Female,27.0,2022-03-14
25300,25300,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4911,2,1965,Male,26.0,2018-07-05
25301,25301,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1653,2,1967,Male,26.0,2017-08-01
25302,25302,21 minutes,22,Howard St at Beale St,126,Esprit Park,1106,3,1991,Female,27.0,2019-08-17
25303,25303,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,5426,2,1972,Male,27.0,2017-04-03
25304,25304,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4633,1,1965,Male,29.0,2019-02-12
25305,25305,4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,5484,1,1980,Male,26.0,2018-10-26
25306,25306,14 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,3115,2,1986,Male,29.0,2022-03-14
25307,25307,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),27,2,1972,Male,29.0,2022-03-14
25308,25308,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4768,2,1992,Male,29.0,2018-11-02
25309,25309,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1672,1,1995,Male,26.0,2018-06-10
25310,25310,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,138,3,1978,Male,26.0,2017-01-22
25311,25311,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,3411,1,1977,Male,26.0,2017-12-20
25312,25312,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5024,1,1973,Male,29.0,2019-09-17
25313,25313,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5034,3,1991,Male,26.0,2022-03-14
25314,25314,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,1035,1,1986,Male,29.0,2018-08-27
25315,25315,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5268,1,1981,Male,26.0,2017-03-23
25316,25316,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4955,3,1981,Female,27.0,2018-11-25
25317,25317,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,181,2,1984,Male,27.0,2017-09-27
25318,25318,10 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5245,2,1989,Male,26.0,2017-03-17
25319,25319,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,5497,2,1981,Male,29.0,2022-03-14
25320,25320,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5051,1,1986,Male,26.0,2017-01-17
25321,25321,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),306,2,1990,Male,27.0,2019-06-13
25322,25322,12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5137,1,1969,Female,26.0,2022-03-14
25323,25323,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5482,2,1988,Male,26.0,2022-03-14
25324,25324,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4793,2,1996,Female,26.0,2017-06-06
25325,25325,16 minutes,16,Steuart St at Market St,126,Esprit Park,5005,3,1970,Male,27.0,2018-08-05
25326,25326,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4458,3,1995,Male,26.0,2018-03-07
25327,25327,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4606,2,1993,Male,26.0,2018-11-23
25328,25328,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5353,2,1991,Male,27.0,2020-01-25
25329,25329,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,1458,2,1976,Male,29.0,2022-03-14
25330,25330,9 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,1872,2,1983,Male,29.0,2019-02-20
25331,25331,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,5334,2,1962,Female,26.0,2017-07-18
25332,25332,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),2807,2,1978,Male,27.0,2018-01-04
25333,25333,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,1156,2,1988,Male,26.0,2019-04-05
25334,25334,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,1884,2,1958,Male,27.0,2018-07-17
25335,25335,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5082,2,1986,Male,26.0,2022-03-14
25336,25336,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,1954,2,1985,Male,26.0,2018-09-13
25337,25337,2 minutes,22,Howard St at Beale St,20,Mechanics Monument Plaza (Market St at Bush St),5518,2,1985,Male,27.0,2022-03-14
25338,25338,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5441,2,1988,Male,27.0,2019-02-15
25339,25339,6 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5237,1,1994,Male,26.0,2022-03-14
25340,25340,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5343,2,1974,Male,26.0,2022-03-14
25341,25341,17 minutes,16,Steuart St at Market St,126,Esprit Park,5283,3,1968,Female,27.0,2017-04-02
25342,25342,9 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4606,3,1987,Male,26.0,2022-03-14
25343,25343,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4745,2,1990,Male,26.0,2019-02-13
25344,25344,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,2752,1,1967,Male,29.0,2018-07-21
25345,25345,8 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,3455,3,1988,Male,26.0,2018-10-06
25346,25346,18 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,1919,2,1985,Male,27.0,2022-03-14
25347,25347,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1156,3,1986,Male,26.0,2022-03-14
25348,25348,3 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1615,3,1994,Male,27.0,2018-03-22
25349,25349,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,5354,3,1986,Male,27.0,2022-03-14
25350,25350,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5274,3,1961,Male,26.0,2017-06-10
25351,25351,4 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5191,3,1986,Male,26.0,2022-03-14
25352,25352,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2200,3,1985,Male,29.0,2017-06-06
25353,25353,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,4834,2,1984,Male,26.0,2017-04-23
25354,25354,3 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2685,1,1983,Male,26.0,2017-12-15
25355,25355,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4962,1,1981,Male,26.0,2018-07-20
25356,25356,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1470,3,1979,Male,26.0,2018-08-08
25357,25357,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1653,2,1977,Male,26.0,2022-03-14
25358,25358,11 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4968,2,1977,Male,27.0,2020-01-01
25359,25359,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2769,3,1986,Male,26.0,2018-04-10
25360,25360,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,2651,2,1988,Male,27.0,2018-04-03
25361,25361,10 minutes,22,Howard St at Beale St,60,8th St at Ringold St,2125,2,1982,Male,29.0,2020-02-09
25362,25362,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,3679,2,1983,Male,29.0,2018-01-11
25363,25363,12 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5284,3,1982,Male,26.0,2022-03-14
25364,25364,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5265,3,1980,Male,29.0,2022-03-14
25365,25365,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5522,1,1976,Female,26.0,2019-09-19
25366,25366,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,1321,2,1975,Female,26.0,2018-12-21
25367,25367,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4757,3,1983,Male,26.0,2022-03-14
25368,25368,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,603,1,1979,Female,29.0,2018-11-09
25369,25369,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1884,1,1978,Male,27.0,2019-05-15
25370,25370,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5082,2,1970,Male,26.0,2017-11-26
25371,25371,14 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,2310,2,1969,Male,27.0,2017-05-07
25372,25372,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4611,2,1966,Male,29.0,2020-01-17
25373,25373,11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,4827,1,1992,Female,29.0,2022-03-14
25374,25374,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5193,2,1974,Male,26.0,2022-03-14
25375,25375,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5191,2,1995,Male,26.0,2022-03-14
25376,25376,13 minutes,16,Steuart St at Market St,126,Esprit Park,4569,2,1979,Male,27.0,2019-04-16
25377,25377,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),4826,3,1986,Male,26.0,2022-03-14
25378,25378,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5343,2,1971,Male,26.0,2017-11-14
25379,25379,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5360,2,1993,Male,26.0,2018-01-01
25380,25380,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,1586,3,1985,Male,29.0,2017-02-05
25381,25381,6 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5341,2,1987,Male,27.0,2022-03-14
25382,25382,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,2678,2,1982,Male,26.0,2017-09-22
25383,25383,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,1718,1,1972,Male,26.0,2017-06-22
25384,25384,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4759,1,1985,Male,26.0,2017-12-14
25385,25385,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,2685,2,1978,Female,26.0,2017-12-20
25386,25386,5 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5571,2,1958,Male,26.0,2019-02-20
25387,25387,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2650,3,1970,Female,27.0,2018-04-11
25388,25388,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,1537,3,1984,Female,26.0,2020-02-04
25389,25389,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,593,3,1976,Male,27.0,2018-07-25
25390,25390,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,4804,3,1995,Female,29.0,2022-03-14
25391,25391,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,2799,2,1960,Female,26.0,2022-03-14
25392,25392,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4407,1,1977,Male,26.0,2019-10-21
25393,25393,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,3243,2,1963,Male,26.0,2019-04-28
25394,25394,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5371,2,1964,Male,26.0,2017-06-26
25395,25395,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4426,2,1988,Male,27.0,2019-11-12
25396,25396,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4962,3,1991,Male,26.0,2018-11-02
25397,25397,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5282,2,1978,Male,27.0,2022-03-14
25398,25398,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,3568,1,1985,Female,27.0,2019-05-12
25399,25399,5 minutes,3,Powell St BART Station (Market St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5324,3,1986,Male,26.0,2020-02-05
25400,25400,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,2168,3,1985,Male,29.0,2018-05-04
25401,25401,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1600,2,1967,Male,26.0,2018-05-24
25402,25402,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5274,2,1989,Female,26.0,2018-07-07
25403,25403,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,200,2,1974,Female,26.0,2018-12-08
25404,25404,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4714,2,1967,Male,26.0,2017-11-10
25405,25405,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4979,2,1990,Female,26.0,2022-03-14
25406,25406,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4610,2,1989,Female,26.0,2020-01-24
25407,25407,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1087,2,1983,Other,27.0,2017-09-02
25408,25408,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4606,1,1968,Male,26.0,2018-02-03
25409,25409,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5540,2,1973,Male,27.0,2022-03-14
25410,25410,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4834,3,1992,Male,26.0,2017-11-23
25411,25411,9 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,38,1,1991,Male,26.0,2018-01-09
25412,25412,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5470,2,1972,Male,26.0,2019-10-08
25413,25413,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5329,1,1961,Male,26.0,2017-03-03
25414,25414,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5302,1,1979,Male,26.0,2018-07-24
25415,25415,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4638,3,1990,Male,26.0,2020-01-27
25416,25416,2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1894,2,1987,Male,27.0,2022-03-14
25417,25417,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),3377,3,1984,Female,29.0,2018-12-11
25418,25418,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4995,2,1953,Male,29.0,2019-09-03
25419,25419,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4970,2,1983,Male,29.0,2019-05-01
25420,25420,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5268,3,1981,Female,26.0,2017-02-02
25421,25421,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),707,2,1997,Female,27.0,2017-01-01
25422,25422,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),98,Valencia St at 16th St,5138,3,1981,Female,26.0,2017-07-30
25423,25423,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4975,2,1959,Female,26.0,2018-03-25
25424,25424,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5202,2,1980,Male,26.0,2019-10-16
25425,25425,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),1537,2,1991,Male,26.0,2019-10-14
25426,25426,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5440,2,1973,Male,27.0,2017-03-22
25427,25427,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5343,1,1995,Female,26.0,2019-11-24
25428,25428,12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2227,1,1992,Male,26.0,2019-06-28
25429,25429,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5284,2,1961,Male,26.0,2019-10-01
25430,25430,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3637,3,1969,Female,26.0,2018-10-20
25431,25431,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,1851,3,1959,Male,29.0,2018-12-28
